,Headlines,BodyID
387,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",387
388,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",388
389,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",389
390,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",390
391,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",391
392,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",392
393,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",393
394,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",394
395,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",395
396,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",396
397,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",397
398,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",398
399,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",399
400,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',400
401,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',401
402,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',402
403,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',403
404,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',404
405,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',405
406,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',406
407,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',407
408,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',408
409,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',409
410,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',410
411,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',411
412,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',412
413,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',413
414,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',414
415,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',415
416,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',416
417,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',417
418,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',418
419,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',419
420,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',420
421,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',421
422,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',422
423,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',423
424,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',424
425,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',425
426,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',426
427,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',427
428,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',428
429,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',429
430,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',430
431,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',431
432,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',432
433,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',433
434,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',434
435,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',435
436,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',436
437,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',437
438,b'Congress to remove 50% cap on quota if elected to power: Rahul Gandhi',438
439,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',439
440,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',440
441,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',441
442,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',442
443,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',443
444,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',444
445,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',445
446,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',446
447,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',447
448,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',448
449,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',449
450,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',450
451,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',451
452,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',452
453,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',453
454,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',454
455,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',455
456,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',456
457,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',457
458,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',458
459,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',459
460,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',460
461,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',461
462,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',462
463,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',463
464,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',464
465,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',465
466,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',466
467,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',467
468,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',468
469,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',469
470,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',470
471,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',471
472,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',472
473,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',473
474,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',474
475,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',475
476,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',476
477,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',477
478,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',478
479,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',479
480,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',480
481,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',481
482,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',482
483,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',483
484,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',484
485,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',485
486,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',486
487,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',487
488,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',488
489,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',489
490,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',490
491,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',491
492,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',492
493,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',493
494,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',494
495,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',495
496,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',496
497,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',497
498,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',498
499,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',499
500,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',500
501,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',501
502,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',502
503,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',503
504,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',504
505,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',505
506,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',506
507,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',507
508,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',508
509,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',509
510,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',510
511,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',511
512,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',512
513,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',513
514,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',514
515,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',515
516,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',516
517,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',517
518,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',518
519,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',519
520,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',520
521,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',521
522,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',522
523,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',523
524,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',524
525,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',525
526,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',526
527,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',527
528,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',528
529,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',529
530,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',530
531,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',531
532,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',532
533,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',533
534,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',534
535,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',535
536,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',536
537,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',537
538,b'Revanna sex scandal: Why JD(S) matters for the BJP in Karnataka',538
539,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",539
540,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",540
541,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",541
542,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",542
543,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",543
544,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",544
545,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",545
546,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",546
547,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",547
548,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",548
549,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",549
550,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",550
551,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",551
552,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",552
553,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",553
554,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",554
555,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",555
556,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",556
557,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",557
558,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",558
559,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",559
560,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",560
561,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",561
562,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",562
563,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",563
564,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",564
565,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",565
566,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",566
567,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",567
568,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",568
569,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",569
570,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",570
571,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",571
572,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",572
573,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",573
574,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",574
575,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",575
576,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",576
577,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",577
578,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",578
579,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",579
580,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",580
581,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",581
582,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",582
583,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",583
584,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",584
585,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",585
586,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",586
587,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",587
588,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",588
589,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",589
590,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",590
591,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",591
592,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",592
593,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",593
594,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",594
595,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",595
596,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",596
597,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",597
598,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",598
599,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",599
600,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",600
601,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",601
602,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",602
603,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",603
604,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",604
605,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",605
606,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",606
607,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",607
608,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",608
609,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",609
610,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",610
611,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",611
612,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",612
613,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",613
614,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",614
615,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",615
616,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",616
617,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",617
618,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",618
619,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",619
620,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",620
621,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",621
622,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",622
623,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",623
624,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",624
625,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",625
626,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",626
627,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",627
628,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",628
629,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",629
630,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",630
631,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",631
632,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",632
633,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",633
634,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",634
635,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",635
636,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",636
637,"b""UPDATE 1-India's Modi promises jobs, infrastructure if BJP wins third term""",637
